StimulusID,StimulusType,List,SurveyList,TrialOrder,TrialType,FileName,PictureWidth,PictureHeight,ExposureCondition,ItemID,ExperimentID,Stimulus
SOCALIGN.L22.SL2.T.ITEM23.T6.STAND.GOV.RIGHT.DO,FILLER,22,2,6,TEST,f_23.jpg,264,351,STAND.GOV.RIGHT.DO,PIC.FILLER.23,SOCALIGN.1,f_23
SOCALIGN.L22.SL2.T.ITEM22.T7.STAND.GOV.RIGHT.DO,FILLER,22,2,7,TEST,f_22.jpg,368,257,STAND.GOV.RIGHT.DO,PIC.FILLER.22,SOCALIGN.1,f_22
SOCALIGN.L22.SL2.T.ITEM17.T8.STAND.GOV.RIGHT.DO,ITEM,22,2,8,TEST,i_17.jpg,321,308,STAND.GOV.RIGHT.DO,PIC.ITEM.17,SOCALIGN.1,i_17
SOCALIGN.L22.SL2.T.ITEM07.T9.STAND.GOV.RIGHT.DO,FILLER,22,2,9,TEST,f_07.jpg,429,321,STAND.GOV.RIGHT.DO,PIC.FILLER.07,SOCALIGN.1,f_07
SOCALIGN.L22.SL2.T.ITEM15.T10.STAND.GOV.RIGHT.DO,FILLER,22,2,10,TEST,f_15.jpg,419,361,STAND.GOV.RIGHT.DO,PIC.FILLER.15,SOCALIGN.1,f_15
SOCALIGN.L22.SL2.T.ITEM04.T11.STAND.GOV.RIGHT.DO,ITEM,22,2,11,TEST,i_04.jpg,330,348,STAND.GOV.RIGHT.DO,PIC.ITEM.04,SOCALIGN.1,i_04
SOCALIGN.L23.SL2.E.ITEM00.T1.STAND.GOV.LEFT.PO,ITEM,23,2,1,EXPOSURE,StandardAccent_govspend_PO_left,,,STAND.GOV.LEFT.PO,,SOCALIGN.1,StandardAccent_govspend_PO_left
SOCALIGN.L23.SL2.T.ITEM05.T2.STAND.GOV.LEFT.PO,ITEM,23,2,2,TEST,i_05.jpg,304,322,STAND.GOV.LEFT.PO,PIC.ITEM.05,SOCALIGN.1,i_05
SOCALIGN.L23.SL2.T.ITEM06.T3.STAND.GOV.LEFT.PO,FILLER,23,2,3,TEST,f_06.jpg,312,256,STAND.GOV.LEFT.PO,PIC.FILLER.06,SOCALIGN.1,f_06
SOCALIGN.L23.SL2.T.ITEM08.T4.STAND.GOV.LEFT.PO,FILLER,23,2,4,TEST,f_08.jpg,350,274,STAND.GOV.LEFT.PO,PIC.FILLER.08,SOCALIGN.1,f_08
SOCALIGN.L23.SL2.T.ITEM07.T5.STAND.GOV.LEFT.PO,ITEM,23,2,5,TEST,i_07.jpg,446,357,STAND.GOV.LEFT.PO,PIC.ITEM.07,SOCALIGN.1,i_07
SOCALIGN.L23.SL2.T.ITEM23.T6.STAND.GOV.LEFT.PO,FILLER,23,2,6,TEST,f_23.jpg,264,351,STAND.GOV.LEFT.PO,PIC.FILLER.23,SOCALIGN.1,f_23
SOCALIGN.L23.SL2.T.ITEM22.T7.STAND.GOV.LEFT.PO,FILLER,23,2,7,TEST,f_22.jpg,368,257,STAND.GOV.LEFT.PO,PIC.FILLER.22,SOCALIGN.1,f_22
SOCALIGN.L23.SL2.T.ITEM17.T8.STAND.GOV.LEFT.PO,ITEM,23,2,8,TEST,i_17.jpg,321,308,STAND.GOV.LEFT.PO,PIC.ITEM.17,SOCALIGN.1,i_17
SOCALIGN.L23.SL2.T.ITEM07.T9.STAND.GOV.LEFT.PO,FILLER,23,2,9,TEST,f_07.jpg,429,321,STAND.GOV.LEFT.PO,PIC.FILLER.07,SOCALIGN.1,f_07
SOCALIGN.L23.SL2.T.ITEM15.T10.STAND.GOV.LEFT.PO,FILLER,23,2,10,TEST,f_15.jpg,419,361,STAND.GOV.LEFT.PO,PIC.FILLER.15,SOCALIGN.1,f_15
SOCALIGN.L23.SL2.T.ITEM04.T11.STAND.GOV.LEFT.PO,ITEM,23,2,11,TEST,i_04.jpg,330,348,STAND.GOV.LEFT.PO,PIC.ITEM.04,SOCALIGN.1,i_04
SOCALIGN.L24.SL2.E.ITEM00.T1.STAND.GOV.RIGHT.PO,ITEM,24,2,1,EXPOSURE,StandardAccent_govspend_PO_right,,,STAND.GOV.RIGHT.PO,,SOCALIGN.1,StandardAccent_govspend_PO_right
SOCALIGN.L24.SL2.T.ITEM05.T2.STAND.GOV.RIGHT.PO,ITEM,24,2,2,TEST,i_05.jpg,304,322,STAND.GOV.RIGHT.PO,PIC.ITEM.05,SOCALIGN.1,i_05
SOCALIGN.L24.SL2.T.ITEM06.T3.STAND.GOV.RIGHT.PO,FILLER,24,2,3,TEST,f_06.jpg,312,256,STAND.GOV.RIGHT.PO,PIC.FILLER.06,SOCALIGN.1,f_06
SOCALIGN.L24.SL2.T.ITEM08.T4.STAND.GOV.RIGHT.PO,FILLER,24,2,4,TEST,f_08.jpg,350,274,STAND.GOV.RIGHT.PO,PIC.FILLER.08,SOCALIGN.1,f_08
SOCALIGN.L24.SL2.T.ITEM07.T5.STAND.GOV.RIGHT.PO,ITEM,24,2,5,TEST,i_07.jpg,446,357,STAND.GOV.RIGHT.PO,PIC.ITEM.07,SOCALIGN.1,i_07
SOCALIGN.L24.SL2.T.ITEM23.T6.STAND.GOV.RIGHT.PO,FILLER,24,2,6,TEST,f_23.jpg,264,351,STAND.GOV.RIGHT.PO,PIC.FILLER.23,SOCALIGN.1,f_23
SOCALIGN.L24.SL2.T.ITEM22.T7.STAND.GOV.RIGHT.PO,FILLER,24,2,7,TEST,f_22.jpg,368,257,STAND.GOV.RIGHT.PO,PIC.FILLER.22,SOCALIGN.1,f_22
SOCALIGN.L24.SL2.T.ITEM17.T8.STAND.GOV.RIGHT.PO,ITEM,24,2,8,TEST,i_17.jpg,321,308,STAND.GOV.RIGHT.PO,PIC.ITEM.17,SOCALIGN.1,i_17
SOCALIGN.L24.SL2.T.ITEM07.T9.STAND.GOV.RIGHT.PO,FILLER,24,2,9,TEST,f_07.jpg,429,321,STAND.GOV.RIGHT.PO,PIC.FILLER.07,SOCALIGN.1,f_07
SOCALIGN.L24.SL2.T.ITEM15.T10.STAND.GOV.RIGHT.PO,FILLER,24,2,10,TEST,f_15.jpg,419,361,STAND.GOV.RIGHT.PO,PIC.FILLER.15,SOCALIGN.1,f_15
SOCALIGN.L24.SL2.T.ITEM04.T11.STAND.GOV.RIGHT.PO,ITEM,24,2,11,TEST,i_04.jpg,330,348,STAND.GOV.RIGHT.PO,PIC.ITEM.04,SOCALIGN.1,i_04
SOCALIGN.L25.SL2.T.ITEM05.T2.None,ITEM,25,2,2,TEST,i_05.jpg,304,322,None,PIC.ITEM.05,SOCALIGN.1,i_05
SOCALIGN.L25.SL2.T.ITEM06.T3.None,FILLER,25,2,3,TEST,f_06.jpg,312,256,None,PIC.FILLER.06,SOCALIGN.1,f_06
SOCALIGN.L25.SL2.T.ITEM08.T4.None,FILLER,25,2,4,TEST,f_08.jpg,350,274,None,PIC.FILLER.08,SOCALIGN.1,f_08
SOCALIGN.L25.SL2.T.ITEM07.T5.None,ITEM,25,2,5,TEST,i_07.jpg,446,357,None,PIC.ITEM.07,SOCALIGN.1,i_07
SOCALIGN.L25.SL2.T.ITEM23.T6.None,FILLER,25,2,6,TEST,f_23.jpg,264,351,None,PIC.FILLER.23,SOCALIGN.1,f_23
SOCALIGN.L25.SL2.T.ITEM22.T7.None,FILLER,25,2,7,TEST,f_22.jpg,368,257,None,PIC.FILLER.22,SOCALIGN.1,f_22
SOCALIGN.L25.SL2.T.ITEM17.T8.None,ITEM,25,2,8,TEST,i_17.jpg,321,308,None,PIC.ITEM.17,SOCALIGN.1,i_17
SOCALIGN.L25.SL2.T.ITEM07.T9.None,FILLER,25,2,9,TEST,f_07.jpg,429,321,None,PIC.FILLER.07,SOCALIGN.1,f_07
SOCALIGN.L25.SL2.T.ITEM15.T10.None,FILLER,25,2,10,TEST,f_15.jpg,419,361,None,PIC.FILLER.15,SOCALIGN.1,f_15
SOCALIGN.L25.SL2.T.ITEM04.T11.None,ITEM,25,2,11,TEST,i_04.jpg,330,348,None,PIC.ITEM.04,SOCALIGN.1,i_04
